GOID	TERM
5602	GO:0008475	procollagen-lysine 5-dioxygenase activity
5605	GO:0008478	pyridoxal kinase activity
5606	GO:0008479	queuine tRNA-ribosyltransferase activity
5609	GO:0008482	sulfite oxidase activity
5610	GO:0008483	transaminase activity
5611	GO:0008484	sulfuric ester hydrolase activity
5613	GO:0008488	gamma-glutamyl carboxylase activity
5618	GO:0008495	protoheme IX farnesyltransferase activity
5621	GO:0008502	melatonin receptor activity
5623	GO:0008504	monoamine transmembrane transporter activity
5625	GO:0008507	sodium:iodide symporter activity
5626	GO:0008508	bile acid:sodium symporter activity
5627	GO:0008509	anion transmembrane transporter activity
5632	GO:0008514	organic anion transmembrane transporter activity
5635	GO:0008517	folic acid transmembrane transporter activity
5636	GO:0008518	folate:anion antiporter activity
5637	GO:0008519	ammonium transmembrane transporter activity
5638	GO:0008520	L-ascorbate:sodium symporter activity
5639	GO:0008521	acetyl-CoA transmembrane transporter activity
5644	GO:0008528	G protein-coupled peptide receptor activity
5645	GO:0008531	riboflavin kinase activity
5648	GO:0008535	respiratory chain complex IV assembly
5649	GO:0008537	proteasome activator complex
5650	GO:0008540	proteasome regulatory particle, base subcomplex
5653	GO:0008543	fibroblast growth factor receptor signaling pathway
5654	GO:0008544	epidermis development
5659	GO:0008556	P-type potassium transmembrane transporter activity
5664	GO:0008568	microtubule-severing ATPase activity
5665	GO:0008569	minus-end-directed microtubule motor activity
5671	GO:0008585	female gonad development
5674	GO:0008589	regulation of smoothened signaling pathway
5676	GO:0008592	regulation of Toll signaling pathway
5677	GO:0008593	regulation of Notch signaling pathway
5678	GO:0008594	photoreceptor cell morphogenesis
5679	GO:0008595	anterior/posterior axis specification, embryo
5680	GO:0008597	calcium-dependent protein serine/threonine phosphatase regulator activity
5681	GO:0008603	cAMP-dependent protein kinase regulator activity
5683	GO:0008608	attachment of spindle microtubules to kinetochore
5684	GO:0008609	alkylglycerone-phosphate synthase activity
5685	GO:0008610	lipid biosynthetic process
5686	GO:0008611	ether lipid biosynthetic process
5687	GO:0008612	peptidyl-lysine modification to peptidyl-hypusine
5689	GO:0008614	pyridoxine metabolic process
5690	GO:0008615	pyridoxine biosynthetic process
5694	GO:0008622	epsilon DNA polymerase complex
5700	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage
5701	GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress
5703	GO:0008637	apoptotic mitochondrial changes
5704	GO:0008641	ubiquitin-like modifier activating enzyme activity
5705	GO:0008643	carbohydrate transport
5706	GO:0008645	hexose transmembrane transport
5707	GO:0008649	rRNA methyltransferase activity
5709	GO:0008652	cellular amino acid biosynthetic process
5711	GO:0008654	phospholipid biosynthetic process
5712	GO:0008655	pyrimidine-containing compound salvage
5736	GO:0008682	2-octoprenyl-3-methyl-6-methoxy-1,4-benzoquinone hydroxylase activity
5752	GO:0008700	4-hydroxy-2-oxoglutarate aldolase activity
5756	GO:0008705	methionine synthase activity
5770	GO:0008725	DNA-3-methyladenine glycosylase activity
5787	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
5788	GO:0008746	NAD(P)+ transhydrogenase activity
5797	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
5819	GO:0008781	N-acylneuraminate cytidylyltransferase activity
5834	GO:0008796	bis(5'-nucleosyl)-tetraphosphatase activity
5836	GO:0008798	beta-aspartyl-peptidase activity
5849	GO:0008812	choline dehydrogenase activity
5914	GO:0008887	glycerate kinase activity
5917	GO:0008890	glycine C-acetyltransferase activity
5921	GO:0008897	holo-[acyl-carrier-protein] synthase activity
5927	GO:0008903	hydroxypyruvate isomerase activity
5952	GO:0008929	methylglyoxal synthase activity
5956	GO:0008934	inositol monophosphate 1-phosphatase activity
5964	GO:0008942	nitrite reductase [NAD(P)H] activity
5982	GO:0008970	phospholipase A1 activity
5991	GO:0008983	protein-glutamate O-methyltransferase activity
5995	GO:0008988	rRNA (adenine-N6-)-methyltransferase activity
6009	GO:0009008	DNA-methyltransferase activity
6014	GO:0009013	succinate-semialdehyde dehydrogenase [NAD(P)+] activity
6020	GO:0009019	tRNA (guanine-N1-)-methyltransferase activity
6030	GO:0009032	thymidine phosphorylase activity
6039	GO:0009041	uridylate kinase activity
6048	GO:0009052	pentose-phosphate shunt, non-oxidative branch
6049	GO:0009055	electron transfer activity
6050	GO:0009056	catabolic process
6051	GO:0009057	macromolecule catabolic process
6052	GO:0009058	biosynthetic process
6053	GO:0009059	macromolecule biosynthetic process
6054	GO:0009060	aerobic respiration
6056	GO:0009062	fatty acid catabolic process
6057	GO:0009063	cellular amino acid catabolic process
6058	GO:0009064	glutamine family amino acid metabolic process
6059	GO:0009065	glutamine family amino acid catabolic process
6060	GO:0009066	aspartate family amino acid metabolic process
6061	GO:0009067	aspartate family amino acid biosynthetic process
6062	GO:0009068	aspartate family amino acid catabolic process
6063	GO:0009069	serine family amino acid metabolic process
6064	GO:0009070	serine family amino acid biosynthetic process
6065	GO:0009071	serine family amino acid catabolic process
6066	GO:0009072	aromatic amino acid family metabolic process
6068	GO:0009074	aromatic amino acid family catabolic process
6072	GO:0009081	branched-chain amino acid metabolic process
6073	GO:0009082	branched-chain amino acid biosynthetic process
6074	GO:0009083	branched-chain amino acid catabolic process
6075	GO:0009084	glutamine family amino acid biosynthetic process
6077	GO:0009086	methionine biosynthetic process
6083	GO:0009092	homoserine metabolic process
6090	GO:0009100	glycoprotein metabolic process
6091	GO:0009101	glycoprotein biosynthetic process
6097	GO:0009110	vitamin biosynthetic process
6098	GO:0009111	vitamin catabolic process
6099	GO:0009112	nucleobase metabolic process
6100	GO:0009113	purine nucleobase biosynthetic process
6103	GO:0009116	nucleoside metabolic process
6104	GO:0009117	nucleotide metabolic process
6106	GO:0009119	ribonucleoside metabolic process
6108	GO:0009123	nucleoside monophosphate metabolic process
6109	GO:0009124	nucleoside monophosphate biosynthetic process
6111	GO:0009126	purine nucleoside monophosphate metabolic process
6112	GO:0009127	purine nucleoside monophosphate biosynthetic process
6114	GO:0009129	pyrimidine nucleoside monophosphate metabolic process
6115	GO:0009130	pyrimidine nucleoside monophosphate biosynthetic process
6117	GO:0009132	nucleoside diphosphate metabolic process
6118	GO:0009133	nucleoside diphosphate biosynthetic process
6120	GO:0009135	purine nucleoside diphosphate metabolic process
6121	GO:0009136	purine nucleoside diphosphate biosynthetic process
6123	GO:0009138	pyrimidine nucleoside diphosphate metabolic process
6124	GO:0009139	pyrimidine nucleoside diphosphate biosynthetic process
6126	GO:0009141	nucleoside triphosphate metabolic process
6127	GO:0009142	nucleoside triphosphate biosynthetic process
6128	GO:0009143	nucleoside triphosphate catabolic process
6129	GO:0009144	purine nucleoside triphosphate metabolic process
6130	GO:0009145	purine nucleoside triphosphate biosynthetic process
6132	GO:0009147	pyrimidine nucleoside triphosphate metabolic process
6133	GO:0009148	pyrimidine nucleoside triphosphate biosynthetic process
6134	GO:0009149	pyrimidine nucleoside triphosphate catabolic process
6135	GO:0009150	purine ribonucleotide metabolic process
6137	GO:0009152	purine ribonucleotide biosynthetic process
6139	GO:0009154	purine ribonucleotide catabolic process
6141	GO:0009156	ribonucleoside monophosphate biosynthetic process
6142	GO:0009157	deoxyribonucleoside monophosphate biosynthetic process
6145	GO:0009161	ribonucleoside monophosphate metabolic process
6146	GO:0009162	deoxyribonucleoside monophosphate metabolic process
6147	GO:0009163	nucleoside biosynthetic process
6148	GO:0009164	nucleoside catabolic process
6149	GO:0009165	nucleotide biosynthetic process
6150	GO:0009166	nucleotide catabolic process
6151	GO:0009167	purine ribonucleoside monophosphate metabolic process
6152	GO:0009168	purine ribonucleoside monophosphate biosynthetic process
6157	GO:0009173	pyrimidine ribonucleoside monophosphate metabolic process
6158	GO:0009174	pyrimidine ribonucleoside monophosphate biosynthetic process
6160	GO:0009176	pyrimidine deoxyribonucleoside monophosphate metabolic process
6161	GO:0009177	pyrimidine deoxyribonucleoside monophosphate biosynthetic process
6163	GO:0009179	purine ribonucleoside diphosphate metabolic process
6164	GO:0009180	purine ribonucleoside diphosphate biosynthetic process
6169	GO:0009185	ribonucleoside diphosphate metabolic process
6170	GO:0009186	deoxyribonucleoside diphosphate metabolic process
6171	GO:0009187	cyclic nucleotide metabolic process
6172	GO:0009188	ribonucleoside diphosphate biosynthetic process
6173	GO:0009189	deoxyribonucleoside diphosphate biosynthetic process
6174	GO:0009190	cyclic nucleotide biosynthetic process
6180	GO:0009196	pyrimidine deoxyribonucleoside diphosphate metabolic process
6181	GO:0009197	pyrimidine deoxyribonucleoside diphosphate biosynthetic process
6183	GO:0009199	ribonucleoside triphosphate metabolic process
6184	GO:0009200	deoxyribonucleoside triphosphate metabolic process
6185	GO:0009201	ribonucleoside triphosphate biosynthetic process
6188	GO:0009204	deoxyribonucleoside triphosphate catabolic process
6189	GO:0009205	purine ribonucleoside triphosphate metabolic process
6190	GO:0009206	purine ribonucleoside triphosphate biosynthetic process
6192	GO:0009208	pyrimidine ribonucleoside triphosphate metabolic process
6193	GO:0009209	pyrimidine ribonucleoside triphosphate biosynthetic process
6195	GO:0009211	pyrimidine deoxyribonucleoside triphosphate metabolic process
6197	GO:0009213	pyrimidine deoxyribonucleoside triphosphate catabolic process
6198	GO:0009214	cyclic nucleotide catabolic process
6202	GO:0009218	pyrimidine ribonucleotide metabolic process
6203	GO:0009219	pyrimidine deoxyribonucleotide metabolic process
6204	GO:0009220	pyrimidine ribonucleotide biosynthetic process
6205	GO:0009221	pyrimidine deoxyribonucleotide biosynthetic process
6207	GO:0009223	pyrimidine deoxyribonucleotide catabolic process
6209	GO:0009225	nucleotide-sugar metabolic process
6210	GO:0009226	nucleotide-sugar biosynthetic process
6213	GO:0009229	thiamine diphosphate biosynthetic process
6215	GO:0009231	riboflavin biosynthetic process
6217	GO:0009233	menaquinone metabolic process
6218	GO:0009234	menaquinone biosynthetic process
6219	GO:0009235	cobalamin metabolic process
6224	GO:0009240	isopentenyl diphosphate biosynthetic process
6230	GO:0009247	glycolipid biosynthetic process
6232	GO:0009249	protein lipoylation
6233	GO:0009250	glucan biosynthetic process
6234	GO:0009251	glucan catabolic process
6236	GO:0009253	peptidoglycan catabolic process
6239	GO:0009256	10-formyltetrahydrofolate metabolic process
6241	GO:0009258	10-formyltetrahydrofolate catabolic process
6242	GO:0009259	ribonucleotide metabolic process
6243	GO:0009260	ribonucleotide biosynthetic process
6244	GO:0009261	ribonucleotide catabolic process
6245	GO:0009262	deoxyribonucleotide metabolic process
6246	GO:0009263	deoxyribonucleotide biosynthetic process
6247	GO:0009264	deoxyribonucleotide catabolic process
6248	GO:0009265	2'-deoxyribonucleotide biosynthetic process
6249	GO:0009266	response to temperature stimulus
6250	GO:0009267	cellular response to starvation
6269	GO:0009295	nucleoid
6271	GO:0009298	GDP-mannose biosynthetic process
6274	GO:0009301	snRNA transcription
6276	GO:0009303	rRNA transcription
6279	GO:0009306	protein secretion
6281	GO:0009308	amine metabolic process
6282	GO:0009309	amine biosynthetic process
6283	GO:0009310	amine catabolic process
6284	GO:0009311	oligosaccharide metabolic process
6285	GO:0009312	oligosaccharide biosynthetic process
6287	GO:0009314	response to radiation
6303	GO:0009331	glycerol-3-phosphate dehydrogenase complex
6336	GO:0009374	biotin binding
6351	GO:0009394	2'-deoxyribonucleotide metabolic process
6352	GO:0009395	phospholipid catabolic process
6353	GO:0009396	folic acid-containing compound biosynthetic process
6354	GO:0009397	folic acid-containing compound catabolic process
6355	GO:0009398	FMN biosynthetic process
6361	GO:0009408	response to heat
6362	GO:0009409	response to cold
6363	GO:0009410	response to xenobiotic stimulus
6364	GO:0009411	response to UV
6368	GO:0009416	response to light stimulus
6384	GO:0009435	NAD biosynthetic process
6386	GO:0009437	carnitine metabolic process
6387	GO:0009438	methylglyoxal metabolic process
6392	GO:0009443	pyridoxal 5'-phosphate salvage
6394	GO:0009445	putrescine metabolic process
6396	GO:0009447	putrescine catabolic process
6397	GO:0009448	gamma-aminobutyric acid metabolic process
6399	GO:0009450	gamma-aminobutyric acid catabolic process
6400	GO:0009451	RNA modification
6401	GO:0009452	7-methylguanosine RNA capping
6466	GO:0009566	fertilization
6479	GO:0009581	detection of external stimulus
6480	GO:0009582	detection of abiotic stimulus
6481	GO:0009583	detection of light stimulus
6482	GO:0009584	detection of visible light
6485	GO:0009589	detection of UV
6487	GO:0009593	detection of chemical stimulus
6489	GO:0009595	detection of biotic stimulus
6496	GO:0009605	response to external stimulus
6498	GO:0009607	response to biotic stimulus
6502	GO:0009611	response to wounding
6503	GO:0009612	response to mechanical stimulus
6504	GO:0009615	response to virus
6506	GO:0009617	response to bacterium
6507	GO:0009620	response to fungus
6512	GO:0009628	response to abiotic stimulus
6517	GO:0009636	response to toxic substance
6529	GO:0009648	photoperiodism
6530	GO:0009649	entrainment of circadian clock
6532	GO:0009651	response to salt stress
6534	GO:0009653	anatomical structure morphogenesis
6559	GO:0009678	pyrophosphate hydrolysis-driven proton transmembrane transporter activity
6591	GO:0009712	catechol-containing compound metabolic process
6592	GO:0009713	catechol-containing compound biosynthetic process
6598	GO:0009719	response to endogenous stimulus
6604	GO:0009725	response to hormone
6622	GO:0009743	response to carbohydrate
6625	GO:0009746	response to hexose
6628	GO:0009749	response to glucose
6634	GO:0009755	hormone-mediated signaling pathway
6662	GO:0009790	embryo development
6663	GO:0009791	post-embryonic development
6664	GO:0009792	embryo development ending in birth or egg hatching
6667	GO:0009798	axis specification
6668	GO:0009799	specification of symmetry
6691	GO:0009826	unidimensional cell growth
6718	GO:0009855	determination of bilateral symmetry
6736	GO:0009880	embryonic pattern specification
6737	GO:0009881	photoreceptor activity
6738	GO:0009882	blue light photoreceptor activity
6742	GO:0009886	post-embryonic animal morphogenesis
6743	GO:0009887	animal organ morphogenesis
6744	GO:0009888	tissue development
6745	GO:0009889	regulation of biosynthetic process
